DocID,StoreCode,ProductItemCode,ProductCode,Date,ReturnFlag,Time,Quantity,Amount,DiscountAmount,ChangeCardFlag
15835,1814,M101077-85611011,M101077-85611,01.06.2024,0,2057,1,"909,08",0,0
15836,1917,M101077-85611012,M101077-85611,06.06.2024,0,1835,1,"909,08",0,0
15837,1855,M101077-85611012,M101077-85611,01.06.2024,0,1630,1,"909,08",0,0
15838,1592,M101077-85611012,M101077-85611,05.06.2024,0,1711,1,"909,08",0,0
15839,1678,M101077-85611012,M101077-85611,10.06.2024,0,2022,1,"909,08",0,0
15840,1938,M101077-85611012,M101077-85611,08.06.2024,0,1416,1,"909,08",0,0
15841,1578,M101077-85611012,M101077-85611,08.06.2024,0,1503,1,"909,08",0,0
15842,1932,M101077-85611012,M101077-85611,09.06.2024,0,2051,1,"909,08",0,0
15843,1777,M101077-85611012,M101077-85611,04.06.2024,0,1206,1,"909,08",0,0
15844,1690,M1010071-82258025,M1010071-82258,07.06.2024,0,1846,1,"909,08",0,0
15845,1686,M1010071-82258025,M1010071-82258,01.06.2024,0,1326,1,"909,08",0,0
15846,1567,M101441-81364006,M101441-81364,07.06.2024,0,1556,1,"909,08",0,0
15847,1896,M101441-81364006,M101441-81364,05.06.2024,0,1955,1,"909,08",0,0
15848,1754,M101441-81364006,M101441-81364,02.06.2024,0,1444,1,"909,08",0,0
15849,1644,M101441-81364006,M101441-81364,02.06.2024,0,1655,1,"909,08",0,0
15850,1625,M101441-81364006,M101441-81364,01.06.2024,0,1752,1,"909,08",0,0
15851,1758,M101441-81364006,M101441-81364,01.06.2024,0,2052,1,"909,08",0,0
15852,1658,M101441-81364006,M101441-81364,01.06.2024,0,1524,1,"909,08",0,0
15853,1873,M101441-81364006,M101441-81364,01.06.2024,0,1854,1,"909,08",0,0
15854,1574,M101441-81364006,M101441-81364,02.06.2024,0,1458,1,"909,08",0,0
15855,1578,M101441-81364006,M101441-81364,02.06.2024,0,1305,1,"909,08",0,0
15856,1842,M101441-81364006,M101441-81364,02.06.2024,0,1940,1,"909,08",0,0
15857,1616,M101441-81364006,M101441-81364,03.06.2024,0,1846,1,"909,08",0,0
15858,1906,M101441-81364006,M101441-81364,03.06.2024,0,1301,1,"909,08",0,0
15859,1935,M101441-81364006,M101441-81364,10.06.2024,0,1844,1,"909,08",0,0
15860,1807,M101441-81364006,M101441-81364,10.06.2024,0,2130,1,"909,08",0,0
15861,1871,M101441-81364006,M101441-81364,10.06.2024,0,2048,1,"909,08",0,0
15862,1936,M101441-81364006,M101441-81364,10.06.2024,0,2144,1,"909,08",0,0
15863,1536,M101441-81364006,M101441-81364,08.06.2024,0,2109,1,"909,08",0,0
15864,1637,M101441-81364006,M101441-81364,09.06.2024,0,1933,1,"909,08",0,0
15865,1688,M101441-81364006,M101441-81364,09.06.2024,0,1906,1,"909,08",0,0
15866,1628,M101441-81364006,M101441-81364,09.06.2024,0,1912,1,"909,08",0,0
15867,1677,M101077-85611012,M101077-85611,09.06.2024,0,1723,1,"909,08",0,0
15868,1660,M101077-85611012,M101077-85611,09.06.2024,0,2126,1,"909,08",0,0
15869,1659,M101077-85611012,M101077-85611,08.06.2024,0,1116,1,"909,08",0,0
15870,1923,M101077-85611012,M101077-85611,02.06.2024,0,1601,1,"909,08",0,0
15871,1913,M101077-85611012,M101077-85611,01.06.2024,0,1148,1,"909,08",0,0
15872,1936,M101077-85611011,M101077-85611,10.06.2024,0,1405,1,"909,08",0,0
15873,1734,M101441-81364006,M101441-81364,09.06.2024,0,2119,1,"909,08",0,0
15874,1679,M101077-85611012,M101077-85611,06.06.2024,0,1639,1,"909,08",0,0
15875,1673,M101077-85611011,M101077-85611,04.06.2024,0,1814,1,"909,08",0,0
15876,1666,M101077-85611011,M101077-85611,02.06.2024,0,1700,1,"909,08",0,0
15877,1894,M1010849-88257056,M1010849-88257,05.06.2024,0,1231,1,"1090,9",0,1
15878,1636,M101072-34111016,M101072-34111,01.06.2024,0,1412,1,"1090,9",0,1
15879,1667,M1010849-88257056,M1010849-88257,09.06.2024,0,1649,1,"1090,9",0,0
15880,1594,M1010849-88257056,M1010849-88257,09.06.2024,0,1640,1,"1090,9",0,0
15881,1628,M1010849-88257056,M1010849-88257,09.06.2024,0,2110,1,"1090,9",0,0
15882,1517,M1010849-88257056,M1010849-88257,09.06.2024,0,2121,1,"1090,9",0,0
15883,1636,M101072-34111016,M101072-34111,09.06.2024,0,1107,1,"1090,9",0,0
15884,1585,M101072-34111016,M101072-34111,09.06.2024,0,2121,1,"1090,9",0,0
15885,1644,M101072-34111016,M101072-34111,08.06.2024,0,1042,1,"1090,9",0,0
15886,1618,M1010849-88257056,M1010849-88257,10.06.2024,0,1630,1,"1090,9",0,0
15887,1502,M1010849-88257056,M1010849-88257,10.06.2024,0,2048,1,"1090,9",0,0
15888,1870,M1010849-88257056,M1010849-88257,10.06.2024,0,1623,1,"1090,9",0,0
15889,1616,M101072-34111016,M101072-34111,10.06.2024,0,1929,1,"1090,9",0,0
15890,1624,M101072-34111016,M101072-34111,10.06.2024,0,1242,1,"1090,9",0,0
15891,1806,M1010849-88257056,M1010849-88257,01.06.2024,0,1957,1,"1090,9",0,0
15892,1687,M1010849-88257056,M1010849-88257,01.06.2024,0,1715,1,"1090,9",0,0
15893,1676,M101072-34111016,M101072-34111,01.06.2024,0,1409,1,"1090,9",0,0
15894,1593,M101072-34111016,M101072-34111,01.06.2024,0,1855,1,"1090,9",0,0
15895,1923,M101072-34111016,M101072-34111,01.06.2024,0,2033,1,"1090,9",0,0
15896,1535,M1010849-88257056,M1010849-88257,02.06.2024,0,2122,1,"1090,9",0,0
15897,1931,M1010849-88257056,M1010849-88257,02.06.2024,0,1431,1,"1090,9",0,0
15898,1823,M101072-34111016,M101072-34111,02.06.2024,0,2057,1,"1090,9",0,0
15899,1619,M101072-34111016,M101072-34111,02.06.2024,0,1729,1,"1090,9",0,0
15900,1640,M101072-34111016,M101072-34111,02.06.2024,0,1846,1,"1090,9",0,0
15901,1839,M101072-34111016,M101072-34111,02.06.2024,0,1919,1,"1090,9",0,0
15902,1546,M1010849-88257056,M1010849-88257,04.06.2024,0,2101,1,"1090,9",0,0
15903,1575,M101072-34111016,M101072-34111,04.06.2024,0,1512,1,"1090,9",0,0
15904,1517,M101072-34111016,M101072-34111,06.06.2024,0,1828,1,"1090,9",0,0
15905,1908,M1010849-88257056,M1010849-88257,07.06.2024,0,1420,1,"1090,9",0,0
15906,1747,M101072-34111016,M101072-34111,07.06.2024,0,1916,1,"1090,9",0,0
15907,1662,M100980-82211042,M100980-82211,07.06.2024,0,2056,1,"1090,9",0,0
15908,1501,M1010849-88257056,M1010849-88257,05.06.2024,0,2015,1,"1090,9",0,0
15909,1936,M1010627-87211044,M1010627-87211,15.07.2024,0,2115,1,"1090,9",0,0
15910,1543,M1010627-87211044,M1010627-87211,29.07.2024,0,1642,1,"1090,9",0,0
15911,1507,M1010627-87211044,M1010627-87211,29.07.2024,0,1624,1,"1090,9",0,0
15912,1758,M101072-86476036,M101072-86476,11.06.2024,0,2102,1,"1090,9",0,0
15913,1860,M101072-86476036,M101072-86476,13.06.2024,0,1829,1,"1090,9",0,0
15914,1689,M101441-86787048,M101441-86787,26.07.2024,0,2112,1,"1090,9",0,0
15915,1647,M101441-86787048,M101441-86787,06.07.2024,0,1537,1,"1090,9",0,0
15916,1814,M101441-86391013,M101441-86391,21.06.2024,0,1747,1,"1090,9",0,0
15917,1509,M101441-86391013,M101441-86391,12.06.2024,0,1540,1,"1090,9",0,0
15918,1867,M101441-86391013,M101441-86391,01.07.2024,0,1510,1,"1090,9",0,0
15919,1518,M101441-86391013,M101441-86391,29.07.2024,0,1331,1,"1090,9",0,0
15920,1920,M101441-86391013,M101441-86391,21.06.2024,0,1451,1,"1090,9",0,0
15921,1760,M101441-86391013,M101441-86391,30.07.2024,0,1312,1,"1090,9",0,0
15922,1912,M101441-86391013,M101441-86391,31.07.2024,0,2052,1,"1090,9",0,0
15923,1775,M101441-86787048,M101441-86787,12.06.2024,0,1347,1,"1090,9",0,0
15924,1578,M101225-88485057,M101225-88485,29.08.2024,0,1210,1,"1090,9",0,0
15925,1646,M101225-88485057,M101225-88485,26.08.2024,0,1713,1,"1090,9",0,0
15926,1824,M101225-88485057,M101225-88485,10.08.2024,0,1455,1,"1090,9",0,0
15927,1873,M101225-88485057,M101225-88485,14.08.2024,0,1453,1,"1090,9",0,0
15928,1939,M101225-88485043,M101225-88485,07.08.2024,0,1117,1,"1090,9",0,0
15929,1608,M101225-88485043,M101225-88485,30.08.2024,0,1433,1,"1090,9",0,0
15930,1516,M1010764-87752037,M1010764-87752,07.08.2024,0,1524,1,"1090,9",0,0
15931,1542,M1010627-87211044,M1010627-87211,10.08.2024,0,1941,1,"1090,9",0,0
15932,1936,M101441-86391013,M101441-86391,13.08.2024,0,2128,1,"1090,9",0,0
15933,1644,M101441-86391013,M101441-86391,25.08.2024,0,1937,1,"1090,9",0,0
15934,1747,M101441-86391013,M101441-86391,05.08.2024,0,1726,1,"1090,9",0,0
15935,1923,M101441-86391013,M101441-86391,18.08.2024,0,1612,1,"1090,9",0,0
15936,1908,M101441-86391013,M101441-86391,06.08.2024,0,1915,1,"1090,9",0,0
15937,1906,M101441-86391013,M101441-86391,04.08.2024,0,1746,1,"1090,9",0,0
15938,1678,M101441-86391013,M101441-86391,12.08.2024,0,1501,1,"1090,9",0,0
15939,1574,M101441-86391013,M101441-86391,01.08.2024,0,1758,1,"1090,9",0,0
15940,1776,M101441-86391013,M101441-86391,28.08.2024,0,2111,1,"1090,9",0,0
15941,1897,M101441-86391013,M101441-86391,20.08.2024,0,2123,1,"1090,9",0,0
15942,1804,M101441-86787048,M101441-86787,24.08.2024,0,1720,1,"1090,9",0,0
15943,1718,M101441-86787048,M101441-86787,31.08.2024,0,1302,1,"1090,9",0,0
15944,1760,M101441-86787048,M101441-86787,01.08.2024,0,1407,1,"1090,9",0,0
15945,1932,M101441-86391013,M101441-86391,18.06.2024,0,1709,1,"1090,9",0,0
15946,1581,M101441-86787048,M101441-86787,13.06.2024,0,1856,1,"1090,9",0,0
15947,1547,M101441-86787048,M101441-86787,18.07.2024,0,1933,1,"1090,9",0,0
15948,1678,M101441-86787048,M101441-86787,27.07.2024,0,1125,1,"1090,9",0,0
15949,1840,M101441-86787048,M101441-86787,24.07.2024,0,1943,1,"1090,9",0,0
15950,1851,M101441-86787048,M101441-86787,06.07.2024,0,1253,1,"1090,9",0,0
15951,1518,M101441-86391013,M101441-86391,15.07.2024,0,1549,1,"1090,9",0,0
15952,1519,M101441-86391013,M101441-86391,25.06.2024,0,1647,1,"1090,9",0,0
15953,1716,M101441-86391013,M101441-86391,14.06.2024,0,1642,1,"1090,9",0,0
15954,1636,M101441-86391013,M101441-86391,25.07.2024,0,2107,1,"1090,9",0,0
15955,1929,M101441-86391013,M101441-86391,26.07.2024,0,1439,1,"1090,9",0,0
15956,1829,M101441-86391013,M101441-86391,05.07.2024,0,1822,1,"1090,9",0,0
15957,1665,M101441-86391013,M101441-86391,25.06.2024,0,2001,1,"1090,9",0,0
15958,1894,M101225-88485057,M101225-88485,24.07.2024,0,2049,1,"1090,9",0,0
15959,1608,M101225-88485057,M101225-88485,22.07.2024,0,2154,1,"1090,9",0,0
15960,1696,M101441-88641062,M101441-88641,29.07.2024,0,2002,1,"1090,9",0,0
15962,1711,M100277-82292034,M100277-82292,14.08.2024,0,2114,1,"909,08",0,0
15963,1906,M100277-82292034,M100277-82292,19.08.2024,0,1446,1,"909,08",0,0
15964,1699,M100277-82292034,M100277-82292,18.08.2024,0,1950,1,"909,08",0,0
15965,1884,M100277-82292034,M100277-82292,05.08.2024,0,1745,1,"909,08",0,0
15966,1834,M100277-82292034,M100277-82292,03.08.2024,0,1553,1,"909,08",0,0
15967,1646,M100277-82292034,M100277-82292,04.08.2024,0,1935,1,"909,08",0,0
15968,1694,M100277-82292034,M100277-82292,06.08.2024,0,1330,1,"909,08",0,0
15969,1840,M100277-82292034,M100277-82292,23.08.2024,0,1610,1,"909,08",0,0
15970,1894,M100277-82292034,M100277-82292,08.08.2024,0,2147,1,"909,08",0,0
15971,1844,M101077-87109037,M101077-87109,11.06.2024,0,2034,1,"909,08",0,0
15972,1679,M101077-87109037,M101077-87109,11.06.2024,0,2156,1,"909,08",0,0
15973,1699,M101077-87109037,M101077-87109,14.07.2024,0,1920,1,"909,08",0,0
15974,1651,M101441-87641022,M101441-87641,09.07.2024,0,1156,1,"909,08",0,0
15975,1628,M100277-86456026,M100277-86456,23.07.2024,0,1549,1,"909,08",0,0
15976,1654,M100277-86455013,M100277-86455,23.06.2024,0,1655,1,"909,08",0,0
15977,1547,M100277-82292034,M100277-82292,31.07.2024,0,1229,1,"909,08",0,0
15978,1666,M101441-87641022,M101441-87641,01.08.2024,0,1152,1,"909,08",0,0
15979,1692,M101077-87065022,M101077-87065,25.06.2024,0,1232,1,"909,08",0,0
15980,1896,M100277-86456026,M100277-86456,14.07.2024,0,1312,1,"909,08",0,0
15981,1732,M100328-81360001,M100328-81360,17.08.2024,0,1705,1,"909,08",0,0
15982,1631,M101441-87641022,M101441-87641,25.06.2024,0,2014,1,"909,08",0,0
15983,1545,M100277-86455013,M100277-86455,21.07.2024,0,2106,1,"909,08",0,0
15984,1871,M100277-82292034,M100277-82292,19.08.2024,0,1632,1,"909,08",0,0
15985,1507,M101441-87641022,M101441-87641,15.06.2024,0,1553,1,"909,08",0,0
15986,1814,M101441-87641022,M101441-87641,15.06.2024,0,1550,1,"909,08",0,0
15987,1936,M100277-86456021,M100277-86456,18.06.2024,0,1334,1,"909,08",0,0
15988,1810,M101441-87641022,M101441-87641,19.06.2024,0,1850,1,"909,08",0,0
15989,1931,M100277-86393018,M100277-86393,19.06.2024,0,1526,1,"909,08",0,0
15990,1812,M100277-82292034,M100277-82292,30.08.2024,0,1549,1,"909,08",0,0
15991,1584,M100277-82292034,M100277-82292,30.08.2024,0,1624,1,"909,08",0,0
15992,1936,M100277-82292034,M100277-82292,24.08.2024,0,1553,1,"909,08",0,0
15993,1603,M100277-82292034,M100277-82292,08.08.2024,0,1822,1,"909,08",0,0
15994,1936,M100277-82292034,M100277-82292,06.08.2024,0,2055,1,"909,08",0,0
15995,1519,M100277-82292034,M100277-82292,14.08.2024,0,1901,1,"909,08",0,0
15996,1923,M100277-82292034,M100277-82292,20.08.2024,0,1741,1,"909,08",0,0
15997,1835,M100277-82292034,M100277-82292,22.08.2024,0,1321,1,"909,08",0,0
15998,1848,M101077-87109037,M101077-87109,12.06.2024,0,1833,1,"909,08",0,0
15999,1533,M101077-87109037,M101077-87109,26.06.2024,0,2149,1,"909,08",0,0
16000,1694,M101441-87641022,M101441-87641,14.06.2024,0,1813,1,"909,08",0,0
16001,1662,M101441-87641022,M101441-87641,11.06.2024,0,1956,1,"909,08",0,0
16002,1666,M101077-87109037,M101077-87109,22.06.2024,0,2034,1,"909,08",0,0
16003,1847,M101077-87109037,M101077-87109,22.06.2024,0,1829,1,"909,08",0,0
16004,1715,M101077-87109037,M101077-87109,06.07.2024,0,1532,1,"909,08",0,0
16005,1838,M101441-87641022,M101441-87641,20.07.2024,0,1839,1,"909,08",0,0
16006,1543,M101077-87065022,M101077-87065,11.06.2024,0,1604,1,"909,08",0,0
16007,1699,M100277-86456026,M100277-86456,12.07.2024,0,1437,1,"909,08",0,0
16008,1837,M100277-86456026,M100277-86456,26.07.2024,0,1820,1,"909,08",0,0
16009,1848,M100277-86456026,M100277-86456,24.08.2024,0,1650,1,"909,08",0,0
16010,1570,M1010763-87748050,M1010763-87748,04.08.2024,0,1404,1,"1181,81",0,0
16011,1513,M101048-87642050,M101048-87642,18.06.2024,0,1231,1,"999,99091",0,0
16013,1575,M100277-82292034,M100277-82292,12.08.2024,0,1947,1,"818,17273",0,0
16015,1849,M1010727-87191016,M1010727-87191,13.06.2024,0,2128,1,"1090,9",0,0
16016,1835,M101072-86476036,M101072-86476,22.06.2024,0,1358,1,"1090,9",0,0
16017,1578,M101072-86476036,M101072-86476,18.08.2024,0,1237,1,"1090,9",0,0
16018,1843,M1010763-87748050,M1010763-87748,15.07.2024,0,1609,1,"1090,9",0,0
16019,1594,M101225-88485057,M101225-88485,21.07.2024,0,2145,1,"1090,9",0,0
16020,1527,M101441-88641062,M101441-88641,05.07.2024,0,1659,1,"1090,9",0,0
16021,1766,M101441-86391013,M101441-86391,21.08.2024,0,2047,1,"1090,9",0,0
16022,1507,M101441-86391013,M101441-86391,07.08.2024,0,1854,1,"1090,9",0,0
16023,1632,M101441-86391013,M101441-86391,03.08.2024,0,2126,1,"1090,9",0,0
16024,1822,M101441-86391013,M101441-86391,20.08.2024,0,1913,1,"1090,9",0,0
16025,1801,M101441-86391013,M101441-86391,24.08.2024,0,1549,1,"1090,9",0,0
16026,1879,M1010764-87752037,M1010764-87752,11.08.2024,0,1554,1,"1090,9",0,0
16027,1663,M1010778-88190021,M1010778-88190,28.08.2024,0,1317,1,"1181,81",0,0
16028,1873,M1010299-86435050,M1010299-86435,15.06.2024,0,2120,1,"818,17",0,0
16030,1832,M100277-82292034,M100277-82292,18.08.2024,0,1457,1,"818,17",0,0
16031,1673,M100980-33687018,M100980-33687,28.07.2024,0,1454,1,"818,17",0,0
16032,1659,M100277-82292034,M100277-82292,30.08.2024,0,1116,1,"909,08",0,0
16033,1555,M100277-82292034,M100277-82292,17.08.2024,0,1608,1,"909,08",0,0
16034,1558,M100277-82292034,M100277-82292,24.08.2024,0,1651,1,"909,08",0,0
16035,1578,M100277-82292034,M100277-82292,30.08.2024,0,1622,1,"909,08",0,0
16036,1732,M100277-82292034,M100277-82292,11.08.2024,0,1538,1,"909,08",0,0
16037,1632,M100277-82292034,M100277-82292,29.08.2024,0,1023,1,"909,08",0,0
16038,1719,M100277-82292034,M100277-82292,26.08.2024,0,1754,1,"909,08",0,0
16039,1856,M100277-82292034,M100277-82292,07.08.2024,0,1458,1,"909,08",0,0
16040,1760,M100277-82292034,M100277-82292,24.08.2024,0,2021,1,"909,08",0,0
16041,1663,M100277-86456026,M100277-86456,10.08.2024,0,1330,1,"909,08",0,0
16042,1558,M100277-86456026,M100277-86456,18.08.2024,0,1947,1,"909,08",0,0
16043,1542,M101077-87109037,M101077-87109,20.06.2024,0,1817,1,"909,08",0,0
16044,1699,M101077-87109037,M101077-87109,20.06.2024,0,1059,1,"909,08",0,0
16045,1540,M101077-87109037,M101077-87109,09.07.2024,0,1912,1,"909,08",0,0
16046,1851,M101077-87109037,M101077-87109,15.07.2024,0,2108,1,"909,08",0,0
16047,1828,M101441-87641022,M101441-87641,16.06.2024,0,2123,1,"909,08",0,0
16048,1549,M101077-88122038,M101077-88122,12.06.2024,0,1556,1,"909,08",0,0
16049,1881,M101441-86787048,M101441-86787,29.07.2024,0,1714,1,"909,08",0,0
16050,1507,M100277-87057010,M100277-87057,12.06.2024,0,1514,1,"999,99",0,0
16051,1588,M100277-87057010,M100277-87057,16.06.2024,0,1314,1,"999,99",0,0
16052,1673,M101048-87642050,M101048-87642,19.06.2024,0,1732,1,"999,99",0,0
16053,1879,M101048-87642056,M101048-87642,29.06.2024,0,1902,1,"999,99",0,0
16054,1765,M1010727-87191016,M1010727-87191,22.06.2024,0,2010,1,"999,99",0,0
16055,1520,M100980-33687018,M100980-33687,29.07.2024,0,1605,1,"999,99",0,0
16056,1857,M100980-33687018,M100980-33687,17.08.2024,0,1320,1,"999,99",0,0
16057,1807,M100980-33687018,M100980-33687,07.08.2024,0,1341,1,"999,99",0,0
16058,1826,M101048-87642050,M101048-87642,12.06.2024,0,1247,1,"727,26",0,0
16059,1678,M100277-82292034,M100277-82292,18.08.2024,0,1512,1,"727,26",0,0
16060,1720,M100277-82292034,M100277-82292,01.08.2024,0,1813,1,"727,26",0,0
16061,1543,M101441-86391013,M101441-86391,14.07.2024,0,2019,1,"727,26",0,0
16062,1922,M101441-86391013,M101441-86391,13.06.2024,0,1046,1,"781,81",0,0
16063,1920,M101441-86391013,M101441-86391,30.08.2024,0,1216,1,"781,81",0,0
16064,1604,M1010125-86451014,M1010125-86451,01.08.2024,0,1437,1,"699,99",0,0
16065,1549,M101441-86391013,M101441-86391,15.06.2024,0,1629,1,"954,54",0,0
16066,1806,M101047-85382030,M101047-85382,12.08.2024,1,1944,-1,"-555,55",0,0
16067,1507,M100277-86456026,M100277-86456,22.06.2024,1,1815,-1,"-909,08",0,0
16068,1659,M100277-86393018,M100277-86393,03.07.2024,1,2028,-1,"-909,08",0,0
16070,1936,M100277-82292034,M100277-82292,16.08.2024,1,1743,-1,"-818,17",0,0
16071,1678,M100277-82292034,M100277-82292,18.08.2024,1,1512,-1,"-727,26",0,0
16072,1939,M101077-87109037,M101077-87109,17.07.2024,1,1733,-1,"-909,08",0,0
16073,1529,M100980-33687018,M100980-33687,27.07.2024,1,1638,-1,"-818,17",0,0
16074,1543,M101441-86391013,M101441-86391,14.07.2024,1,2019,-1,"-727,26",0,0
16075,1922,M101441-86391013,M101441-86391,13.06.2024,1,1046,-1,"-781,81",0,0
16076,1578,M101441-86787048,M101441-86787,20.08.2024,1,1210,-1,"-1090,9",0,0
16077,1856,M1010764-87752037,M1010764-87752,14.08.2024,1,1619,-1,"-1090,9",0,0
16078,1578,M101072-86476036,M101072-86476,18.08.2024,1,1237,-1,"-1090,9",0,0
16079,1525,M1010763-87748050,M1010763-87748,28.06.2024,1,1928,-1,"-1090,9",0,0
16080,1678,M101441-86391013,M101441-86391,26.07.2024,1,1809,-1,"-1090,9",0,0
16081,1689,M101077-84432031,M101077-84432,14.06.2024,1,1844,-1,"-818,17",0,0
16082,1639,M100980-33687018,M100980-33687,13.06.2024,1,1632,-1,"-818,17",0,0
16083,1734,M101441-87641022,M101441-87641,15.06.2024,1,1655,-1,"-909,08",0,0
16084,1543,M101441-87641022,M101441-87641,14.06.2024,1,1517,-1,"-909,08",0,0
16085,1828,M100277-86393018,M100277-86393,06.07.2024,1,1644,-1,"-909,08",0,0
16086,1677,M101077-87109037,M101077-87109,11.06.2024,1,1532,-1,"-909,08",0,0
16087,1667,M101077-87065022,M101077-87065,30.06.2024,1,1601,-1,"-909,08",0,0
16088,1911,M100277-82292034,M100277-82292,14.08.2024,1,1656,-1,"-909,08",0,0
16089,1889,M100277-82292034,M100277-82292,18.08.2024,1,2007,-1,"-909,08",0,0
16090,1533,M100277-82292034,M100277-82292,12.08.2024,1,1824,-1,"-909,08",0,0
16091,1935,M101048-87642050,M101048-87642,20.06.2024,1,1855,-1,"-999,99",0,0
16092,1811,M100277-86455013,M100277-86455,07.07.2024,1,2045,-1,"-999,99",0,0
16094,1755,M100277-82292034,M100277-82292,14.06.2024,1,1436,-1,"-462,95",0,0
16095,1608,M100277-82292034,M100277-82292,17.07.2024,1,1951,-1,"-462,95",0,0
16096,1569,M1010071-82258044,M1010071-82258,28.07.2024,1,1906,-1,"-611,1",0,0
16097,1572,M100277-86393018,M100277-86393,07.07.2024,1,1559,-1,"-909,08",0,0
16098,1775,M101077-87109037,M101077-87109,24.07.2024,1,1842,-1,"-909,08",0,0
16099,1908,M100277-86455013,M100277-86455,05.07.2024,1,1830,-1,"-909,08",0,0
16100,1734,M100277-86455013,M100277-86455,21.06.2024,1,1831,-1,"-909,08",0,0
16101,1871,M101077-87065022,M101077-87065,19.06.2024,1,1543,-1,"-909,08",0,0
16102,1561,M101489-35495016,M101489-35495,11.06.2024,1,2038,-1,"-636,35",0,0
16103,1732,M100277-86456026,M100277-86456,21.06.2024,1,2058,-1,"-909,08",0,0
16104,1922,M101077-87109037,M101077-87109,23.06.2024,1,1839,-1,"-909,08",0,0
16105,1699,M101077-87109037,M101077-87109,05.08.2024,1,1920,-1,"-909,08",0,0
16106,1836,M100277-86455013,M100277-86455,30.07.2024,1,2159,-1,"-909,08",0,0
16107,1651,M1010125-86451014,M1010125-86451,24.07.2024,1,1519,-1,"-909,08",0,0
16108,1775,M101441-86787048,M101441-86787,29.08.2024,1,1643,-1,"-909,08",0,0
16109,1940,M100277-82292034,M100277-82292,28.07.2024,1,2125,-1,"-818,17",0,0
16110,1660,M100277-33555009,M100277-33555,24.07.2024,1,1749,-1,"-636,35",0,0
16111,1764,M101048-87642056,M101048-87642,08.07.2024,1,1522,-1,"-999,99",0,0
16112,1807,M101072-86476036,M101072-86476,22.07.2024,1,1645,-1,"-999,99",0,0
16113,1661,M100277-82292034,M100277-82292,18.06.2024,1,1335,-1,"-727,26",0,0
16114,1849,M100277-82292034,M100277-82292,08.08.2024,1,1913,-1,"-727,26",0,0
16115,1698,M100277-86393018,M100277-86393,07.07.2024,1,1847,-1,"-781,81",0,0
16116,1818,M101048-87642056,M101048-87642,08.07.2024,1,1312,-1,"-999,99",0,0
16117,1673,M101048-87642056,M101048-87642,09.07.2024,1,1450,-1,"-999,99",0,0
16118,1677,M101048-87642056,M101048-87642,26.06.2024,1,1733,-1,"-999,99",0,0
16119,1687,M101048-87642056,M101048-87642,14.08.2024,1,1955,-1,"-999,99",0,0
16120,1818,M100980-33687018,M100980-33687,09.07.2024,1,1534,-1,"-999,99",0,0
16121,1843,M101072-86476036,M101072-86476,08.07.2024,1,2014,-1,"-999,99",0,0
16122,1649,M100277-86456026,M100277-86456,01.08.2024,1,1632,-1,"-818,17",0,0
16123,1625,M101077-87109037,M101077-87109,02.08.2024,1,1426,-1,"-909,08",0,0
16124,1699,M100277-86393018,M100277-86393,26.06.2024,1,1248,-1,"-909,08",0,0
16125,1935,M100277-86456026,M100277-86456,13.08.2024,1,1553,-1,"-909,08",0,0
16126,1935,M101077-87109037,M101077-87109,28.06.2024,1,1834,-1,"-909,08",0,0
16127,1663,M1010125-86451014,M1010125-86451,26.07.2024,1,1944,-1,"-909,08",0,0
16128,1923,M101441-86391013,M101441-86391,05.08.2024,1,1833,-1,"-909,08",0,0
16129,1919,M101441-86787048,M101441-86787,10.08.2024,1,1620,-1,"-1090,9",0,0
16130,1666,M101072-86476036,M101072-86476,07.07.2024,1,1754,-1,"-1090,9",0,0
16131,1659,M101441-86391013,M101441-86391,31.07.2024,1,1326,-1,"-1090,9",0,0
16132,1575,M1010727-87191016,M1010727-87191,13.08.2024,1,1414,-1,"-1090,9",0,0
16133,1696,M100277-82292034,M100277-82292,30.08.2024,1,2011,-1,"-818,17",0,0
16134,1806,M100277-82292034,M100277-82292,13.07.2024,1,1911,-1,"-818,17",0,0
16135,1806,M100277-82292034,M100277-82292,13.07.2024,1,2007,-1,"-818,17",0,0
16136,1747,M100277-82292034,M100277-82292,08.07.2024,1,1526,-1,"-818,17",0,0
16137,1603,M1010299-86435050,M1010299-86435,09.08.2024,1,1557,-1,"-818,17",0,0
16138,1555,M1010299-86435023,M1010299-86435,26.08.2024,1,1155,-1,"-818,17",0,0
16139,1694,M1010299-86435023,M1010299-86435,04.07.2024,1,1803,-1,"-818,17",0,0
16140,1823,M100328-81360001,M100328-81360,06.07.2024,1,1534,-1,"-909,08",0,0
16141,1555,M100277-86393018,M100277-86393,07.07.2024,1,1719,-1,"-909,08",0,0
16142,1687,M100277-86456026,M100277-86456,12.06.2024,1,1305,-1,"-909,08",0,0
16143,1849,M100277-86393018,M100277-86393,02.07.2024,1,2050,-1,"-909,08",0,0
16144,1826,M100277-86456026,M100277-86456,25.06.2024,1,1917,-1,"-909,08",0,0
16145,1608,M100277-86456026,M100277-86456,20.07.2024,1,1936,-1,"-909,08",0,0
16146,1549,M101077-87109037,M101077-87109,20.06.2024,1,1907,-1,"-909,08",0,0
16147,1677,M101077-87109037,M101077-87109,13.07.2024,1,1113,-1,"-909,08",0,0
16148,1543,M101077-87109037,M101077-87109,10.08.2024,1,1901,-1,"-909,08",0,0
